molregno,canonical_smiles,pref_name,first_approval,dosed_ingredient,full_mwt,logp,pic50,target_type,organism,target_name,assay_type,confidence_score,is_marketed,target_count,total_measurements,target_density,murcko_scaffold,scaffold_label,murcko_similarity,has_benzo_five_ring
388370,CC(=O)OCC[N+]12CC[C@@H]3[C@@H]4[C@@H]5[C@@H](OCC=C(C1)[C@@H]5C[C@@H]32)N1c2ccccc2[C@@]23CC[N+]5(CCOC(C)=O)CC6=CCO[C@H]([C@@H]([C@H]12)[C@H]6C[C@@H]35)N4c1ccccc1.[Br-].[Br-],,,0,920.78,4.79,6.291225817376513,SINGLE PROTEIN,Homo sapiens,Neuronal acetylcholine receptor subunit alpha-7,B,9,0,1,6,0.1666666666666666,C1=C2C[NH+]3CC[C@@H]4[C@@H]5[C@H]([C@@H](OC1)N1c6ccccc6[C@@]67CC[NH+]8CC9=CCO[C@H]([C@@H]([C@H]16)[C@H]9C[C@H]87)N5c1ccccc1)[C@H]2C[C@@H]43,1,0.929,True
388378,OC/C=C1/CN2CC[C@H]3[C@@H]2C[C@@H]1/C1=C/N2c4ccccc4[C@@]45CCN6CC7=CCO[C@H]([C@@H]([C@H]24)[C@H]7C[C@H]65)N(c2ccccc2)[C@@H]13,,,0,586.78,4.54,5.765758450102288,SINGLE PROTEIN,Homo sapiens,"Neuronal acetylcholine receptor subunit alpha-7, 5-hydroxytryptamine receptor 3A",B,9,0,2,10,0.2,C=C1CN2CC[C@H]3[C@@H]2C[C@@H]1/C1=C/N2c4ccccc4[C@@]45CCN6CC7=CCO[C@H]([C@@H]([C@H]24)[C@H]7C[C@H]65)N(c2ccccc2)[C@@H]13,1,0.929,True
388379,C[N+]12CC[C@@H]3[C@@H]4/C(=C\N5c6ccccc6[C@@]67CC[N+]8(C)CC9=CCO[C@H]([C@@H]([C@H]56)[C@H]9C[C@@H]78)N4c4ccccc4)[C@@H](C[C@@H]31)/C(=C\CO)C2.[I-].[I-],,,0,870.66,4.82,5.95112606447387,SINGLE PROTEIN,Homo sapiens,Neuronal acetylcholine receptor subunit alpha-7,B,9,0,1,10,0.1,C=C1C[NH+]2CC[C@@H]3[C@@H]4/C(=C\N5c6ccccc6[C@@]67CC[NH+]8CC9=CCO[C@H]([C@@H]([C@H]56)[C@H]9C[C@H]87)N4c4ccccc4)[C@H]1C[C@@H]32,1,0.929,True
388384,C[N+]12CCC34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N+]8(C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69.[Cl-].[Cl-],TOXIFERINE,,0,685.74,4.36,5.69522673180002,SINGLE PROTEIN,Homo sapiens,Neuronal acetylcholine receptor subunit alpha-7,B,9,0,1,4,0.25,C=C1C[NH+]2CCC34c5ccccc5N5/C=C6\[C@@H]7N(/C=C(\[C@H]53)[C@H]1C[C@H]24)c1ccccc1[C@@]71CC[NH+]2CC(=C)[C@@H]6C[C@H]21,1,0.929,True
417082,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCCC1)C(=O)N2,,,0,544.65,4.09,7.97469413473523,SINGLE PROTEIN,Homo sapiens,Beta-3 adrenergic receptor,F,9,0,1,1,1.0,O=C1Nc2cccc(OCCCNCCc3ccc(Oc4ccccn4)cc3)c2C12CCCC2,1,1.0,True
418976,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)C2(Cc4ccccc4C2)C[C@@]3(O)[C@H]1C5,SPIROINDANYLOXYMORPHONE,,0,403.48,2.14,7.852713607685777,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Mu-type opioid receptor, Kappa-type opioid receptor",B,8,0,3,5,0.6,O=C1[C@@H]2Oc3cccc4c3[C@@]23CCN[C@H](C4)C3CC12Cc1ccccc1C2,1,1.0,True
428558,O=C(O)CN1C(=O)[C@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,,,0,451.24,2.76,6.519993057042849,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1C[C@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428559,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,,,0,451.24,2.76,7.864285778245629,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,3,0.3333333333333333,O=C1C[C@@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428602,COc1cccc(CN2C(=O)C[C@@]3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,,,0,428.83,1.98,5.931072388317928,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1C[C@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428566,O=C(O)CCCN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,,,0,426.86,2.75,5.779891911959945,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428604,O=C(O)CN1C(=O)[C@]2(CC(=O)N(Cc3cccc(Cl)c3)C2=O)c2cc(Cl)ccc21,,,0,433.25,2.62,6.060480747381382,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1C[C@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428605,COc1cccc(CN2C(=O)C[C@]3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,,,0,428.83,1.98,7.443697499232712,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1C[C@@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428606,Cn1nnc2cc(CN3C(=O)CC4(C3=O)C(=O)N(CC(=O)O)c3ccc(Cl)cc34)ccc21,,,0,453.84,1.25,5.886056647693163,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccc2[nH]nnc2c1,1,1.0,True
428608,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cccc(Cl)c3)C2=O)c2cc(Cl)ccc21,,,0,433.25,2.62,7.242691598005469,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,3,0.3333333333333333,O=C1C[C@@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428610,COCCN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,366.76,0.41,5.839231438138872,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)N1)C(=O)Nc1ccccc12,1,1.0,True
428612,C=CCN1C(=O)CC2(C1=O)C(=O)N(CCCC(=O)O)c1ccc(Cl)cc12,,,0,376.8,1.73,6.114073660198569,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)N1)C(=O)Nc1ccccc12,1,1.0,True
428661,COc1ccc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)cc1F,,,0,446.82,2.12,6.812479279163537,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428665,COc1ccc2c(c1)C1(CC(=O)N(Cc3ccccc3)C1=O)C(=O)N2CC(=O)O,,,0,394.38,1.32,5.562090964460501,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428655,O=C(O)CN1C(=O)[C@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,,,0,416.79,2.11,6.033389013318065,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1C[C@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428657,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,,,0,416.79,2.11,7.518106086327222,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1C[C@@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428714,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,,,0,398.8,1.97,6.631147682838009,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,3,0.3333333333333333,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428715,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(F)ccc21,,,0,382.35,1.45,6.147520006363144,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428762,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)cc(Cl)c3)C2=O)c2cc(Cl)ccc21,,,0,451.24,2.76,7.698970004336019,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428757,O=C(O)CN1C(=O)[C@]2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,,,0,398.8,1.97,5.689519108537325,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1C[C@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428759,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,,,0,398.8,1.97,7.0372408209112844,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1C[C@@]2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428803,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)ccc3F)C2)c2cc(Cl)ccc21,,,0,437.25,3.23,7.254039143706924,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(CN1Cc1ccccc1)C(=O)Nc1ccccc12,1,1.0,True
428801,Cc1onc(-c2ccccc2)c1CN1CCC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,465.89,3.4,5.653955667540582,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1Nc2ccccc2C12CCN(Cc1conc1-c1ccccc1)C2=O,1,1.0,True
428804,Cc1noc(-c2ccccc2)c1CN1CC2(CC1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,465.89,3.4,8.549987842448989,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,4,0.25,O=C1CC2(CN1Cc1cnoc1-c1ccccc1)C(=O)Nc1ccccc12,1,1.0,True
428808,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)cc(Cl)c3)C2=O)c2cc(Cl)ccc21,,,0,467.69,3.27,7.264941823424499,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428843,COc1c(C)cnc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1C,,,0,457.87,1.99,7.920818753952375,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccn1,1,1.0,True
428844,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2)c2cc(Cl)ccc21,,,0,384.82,2.44,6.011664559687594,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(CN1Cc1ccccc1)C(=O)Nc1ccccc12,1,1.0,True
428847,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,,,0,451.24,2.76,7.646182506970935,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,3,0.3333333333333333,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428846,Cc1noc(-c2ccccc2)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,479.88,2.93,7.956998147190809,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1cnoc1-c1ccccc1,1,1.0,True
428887,Cc1noc(C)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,417.81,1.57,6.975003571539928,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1cnoc1,1,1.0,True
428888,Cc1onc(-c2ccccc2)c1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,479.88,2.93,7.898483556492643,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1conc1-c1ccccc1,1,1.0,True
428890,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3c[nH]c4ccccc34)C2=O)c2cc(Cl)ccc21,,,0,437.84,2.45,6.224753740259764,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1c[nH]c2ccccc12,1,1.0,True
428889,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccoc3)C2=O)c2cc(Cl)ccc21,,,0,388.76,1.56,6.497572880015567,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccoc1,1,1.0,True
428891,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)ccc3Cl)C2=O)c2cc(Cl)ccc21,,,0,451.24,2.76,7.366531544420414,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428939,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3nnc(C4CC4)s3)C2=O)c2cc(Cl)ccc21,,,0,446.87,1.7,6.303643611266668,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1nnc(C2CC2)s1,1,1.0,True
428943,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ncco3)C2=O)c2cc(Cl)ccc21,,,0,389.75,0.96,6.3585258894959,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ncco1,1,1.0,True
428945,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccc(F)c(F)c3)C2=O)c2cc(Cl)ccc21,,,0,434.78,2.25,7.050609993355087,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
428984,CC(C)(C)c1nc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)no1,,,0,446.85,1.65,5.873543886568196,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ncon1,1,1.0,True
428986,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3csc(-c4ccc(Cl)cc4)n3)C2=O)c2cc(Cl)ccc21,,,0,516.36,3.75,7.259637310505756,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1csc(-c2ccccc2)n1,1,1.0,True
428987,COc1ccc(-c2nc(CN3C(=O)CC4(C3=O)C(=O)N(CC(=O)O)c3ccc(Cl)cc34)no2)cc1,,,0,496.86,2.03,6.673664139071248,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1noc(-c2ccccc2)n1,1,1.0,True
428991,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)cc(F)c3)C2=O)c2cc(Cl)ccc21,,,0,434.78,2.25,7.431798275933005,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429033,CS(=O)(=O)c1ccc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)cc1,,,0,476.89,1.37,5.822175028135319,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429030,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)ccc3F)C2=O)c2cc(Cl)ccc21,,,0,434.78,2.25,7.67778070526608,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429029,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cccc(F)c3F)C2=O)c2cc(Cl)ccc21,,,0,434.78,2.25,7.065384140134512,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429032,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccc(Oc4ccccc4)cc3)C2=O)c2cc(Cl)ccc21,,,0,490.9,3.76,6.844663962534939,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccc(Oc2ccccc2)cc1,1,1.0,True
429069,COc1ccccc1CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12,,,0,428.83,1.98,6.632644078973981,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429070,COc1cccc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)c1,,,0,428.83,1.98,6.772113295386326,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429071,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccc(Cl)cc3)C2=O)c2cc(Cl)ccc21,,,0,433.25,2.62,6.939302159646388,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429068,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3csc(-c4cccc(Cl)c4)n3)C2=O)c2cc(Cl)ccc21,,,0,516.36,3.75,7.469273760456403,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1csc(-c2ccccc2)n1,1,1.0,True
429106,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccc(F)cc3)C2=O)c2cc(Cl)ccc21,,,0,416.79,2.11,6.878828689487678,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429108,CC(c1ccccc1)N1C(=O)CC2(C(=O)N(CC(=O)O)c3ccc(Cl)cc32)C1=O,,,0,412.83,2.53,6.448550002027125,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429107,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cccc(Cl)c3)C2=O)c2cc(Cl)ccc21,,,0,433.25,2.62,7.040565628309508,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429109,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,,,0,416.79,2.11,7.052731207502127,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429143,O=C(O)CN1C(=O)C2(CC(=O)N(CCc3ccccc3)C2=O)c2cc(Cl)ccc21,,,0,412.83,2.01,6.573488738635425,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1CCc1ccccc1,1,1.0,True
429144,O=C(O)CN1C(=O)C2(CC(=O)N(C/C=C/c3ccccc3)C2=O)c2cc(Cl)ccc21,,,0,424.84,2.48,6.126679398184601,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1C/C=C/c1ccccc1,1,1.0,True
429146,O=C1CC2(C(=O)N1Cc1ccccc1)C(=O)N(Cc1nnn[nH]1)c1ccc(Cl)cc12,,,0,422.83,1.6,5.813608784304507,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)N1Cc1ccccc1)C(=O)N(Cc1nnn[nH]1)c1ccccc12,1,1.0,True
429184,O=C(O)CCCN1C(=O)C2(CC(=O)N(Cc3ccc(Cl)cc3)C2=O)c2cc(Cl)ccc21,,,0,461.3,3.4,6.120330794367947,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429186,O=C(O)CCCN1C(=O)C2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,,,0,444.85,2.89,5.706155739860166,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429187,COc1ccc(CN2C(=O)CC3(C2=O)C(=O)N(CCCC(=O)O)c2ccc(Cl)cc23)cc1,,,0,456.88,2.76,6.017728766960432,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,1,1.0,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1ccccc1,1,1.0,True
429221,O=C(O)CN1C(=O)[C@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2)c2cc(Cl)ccc21,,,0,437.25,3.23,7.546832479097455,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1C[C@@]2(CN1Cc1ccccc1)C(=O)Nc1ccccc12,1,1.0,True
429219,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2)c2cc(Cl)ccc21,,,0,437.25,3.23,6.7509929373525175,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,4,0.25,O=C1C[C@]2(CN1Cc1ccccc1)C(=O)Nc1ccccc12,1,1.0,True
429223,Cc1nc(CN2C(=O)CC3(C2=O)C(=O)N(CC(=O)O)c2ccc(Cl)cc23)cs1,,,0,419.85,1.73,7.023652200206541,SINGLE PROTEIN,Homo sapiens,Prostaglandin D2 receptor 2,B,9,0,1,2,0.5,O=C1CC2(C(=O)Nc3ccccc32)C(=O)N1Cc1cscn1,1,1.0,True
440255,Cn1c(C#N)ccc1-c1cc(F)c2c(c1)C1(CCCC1)C(=O)N2,,,0,309.34,3.47,7.283470477404085,SINGLE PROTEIN,Homo sapiens,Progesterone receptor,F,9,0,1,3,0.3333333333333333,O=C1Nc2ccc(-c3ccc[nH]3)cc2C12CCCC2,1,1.0,True
440348,Cn1c(C#N)ccc1-c1ccc2c(c1)C1(CCCC1)C(=O)N2,,,0,291.35,3.33,7.379090823894008,SINGLE PROTEIN,Homo sapiens,Progesterone receptor,F,9,0,1,3,0.3333333333333333,O=C1Nc2ccc(-c3ccc[nH]3)cc2C12CCCC2,1,1.0,True
444001,C/C=C1/CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccccc14,AKUAMMICINE,,0,322.41,2.83,7.075312715402848,SINGLE PROTEIN,Homo sapiens,Kappa-type opioid receptor,B,9,0,1,2,0.5,C=C1CN2CC[C@]34C(=C[C@H]1C[C@H]23)Nc1ccccc14,1,0.929,True
452712,Cc1cc(C)c2[nH]c(=O)n(CC(=O)Nc3ccc4c(c3)C[C@]3(C4)C(=O)NC(=O)N3C)c2c1,,,0,433.47,1.6,7.948954737244081,SINGLE PROTEIN,Homo sapiens,Calcitonin gene-related peptide type 1 receptor,B,9,0,1,2,0.5,O=C(Cn1c(=O)[nH]c2ccccc21)Nc1ccc2c(c1)C[C@@]1(C2)NC(=O)NC1=O,1,0.929,True
452713,Cc1cccc2c1[nH]c(=O)n2CC(=O)Nc1ccc2c(c1)C[C@]1(C2)C(=O)NC(=O)N1C,,,0,419.44,1.3,7.308182065819061,SINGLE PROTEIN,Homo sapiens,Calcitonin gene-related peptide type 1 receptor,B,9,0,1,2,0.5,O=C(Cn1c(=O)[nH]c2ccccc21)Nc1ccc2c(c1)C[C@@]1(C2)NC(=O)NC1=O,1,0.929,True
